Location,Poverty Level,TimeFrame,DataFormat,Data
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2012,Percent,0.33809
BAYFIELD 10 JT-R,Eligible for Free Lunch,2012,Number,307
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2012,Number,474
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2011,Number,108
BAYFIELD 10 JT-R,Eligible for Free Lunch,2011,Number,307
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2011,Percent,0.0793
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2011,Number,415
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2011,Percent,0.3047
BAYFIELD 10 JT-R,Eligible for Free Lunch,2011,Percent,0.2254
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2010,Percent,0.087
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2010,Percent,0.272
BAYFIELD 10 JT-R,Eligible for Free Lunch,2010,Percent,0.185
BAYFIELD 10 JT-R,Eligible for Free Lunch,2010,Number,260
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2010,Number,382
BAYFIELD 10 JT-R,Eligible for Free Lunch,2009,Number,237
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2010,Number,122
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2009,Number,363
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2009,Number,126
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2009,Percent,0.0896
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2009,Percent,0.2582
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2013,Percent,0.09254
BAYFIELD 10 JT-R,Eligible for Free Lunch,2009,Percent,0.1686
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2013,Percent,0.26791
BAYFIELD 10 JT-R,Eligible for Free Lunch,2013,Percent,0.17537
BAYFIELD 10 JT-R,Eligible for Free Lunch,2013,Number,235
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2013,Number,359
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2013,Number,124
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2008,Number,105
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2008,Number,256
BAYFIELD 10 JT-R,Eligible for Free Lunch,2008,Number,151
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2008,Percent,0.0781
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2008,Percent,0.1903
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2007,Percent,0.07
BAYFIELD 10 JT-R,Eligible for Free Lunch,2008,Percent,0.1123
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2007,Percent,0.19
BAYFIELD 10 JT-R,Eligible for Free Lunch,2007,Percent,0.11
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2007,Number,101
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2007,Number,253
BAYFIELD 10 JT-R,Eligible for Free Lunch,2007,Number,152
BAYFIELD 10 JT-R,Eligible for Free Lunch,2006,Number,146
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2006,Number,221
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2006,Number,75
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2006,Percent,0.0572
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2006,Percent,0.1686
BAYFIELD 10 JT-R,Eligible for Free Lunch,2006,Percent,0.1114
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2005,Percent,0.0394
BAYFIELD 10 JT-R,Eligible for Free Lunch,2005,Percent,0.1174
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2005,Number,47
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2005,Percent,0.1569
BAYFIELD 10 JT-R,Eligible for Free Lunch,2005,Number,140
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2005,Number,187
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2004,Number,91
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2004,Number,242
BAYFIELD 10 JT-R,Eligible for Free Lunch,2004,Number,151
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2004,Percent,0.073
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2004,Percent,0.1942
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2003,Percent,0.07
BAYFIELD 10 JT-R,Eligible for Free Lunch,2004,Percent,0.1212
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2003,Percent,0.2
BAYFIELD 10 JT-R,Eligible for Free Lunch,2003,Percent,0.13
BAYFIELD 10 JT-R,Eligible for Free Lunch,2003,Number,162
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2003,Number,241
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2003,Number,79
BAYFIELD 10 JT-R,Eligible for Free Lunch,2002,Number,130
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2002,Number,214
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2002,Number,84
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2002,Percent,0.07149
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2002,Percent,0.18213
BAYFIELD 10 JT-R,Eligible for Free Lunch,2002,Percent,0.11064
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2001,Percent,0.06289
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2001,Percent,0.16891
BAYFIELD 10 JT-R,Eligible for Free Lunch,2001,Percent,0.10602
BAYFIELD 10 JT-R,Eligible for Free Lunch,2001,Number,118
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2001,Number,188
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2001,Number,70
BAYFIELD 10 JT-R,Eligible for Free Lunch,2000,Number,133
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2000,Number,205
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2000,Number,72
BAYFIELD 10 JT-R,Eligible for Free Lunch,2000,Percent,0.12
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2000,Percent,0.19
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2000,Percent,0.07
BENNETT 29J,Eligible for Free or Reduced Lunch,2000,Percent,0.14
BENNETT 29J,Eligible for Free Lunch,2000,Percent,0.07
BENNETT 29J,Eligible for Reduced Price Lunch,2000,Percent,0.07
BENNETT 29J,Eligible for Free or Reduced Lunch,2000,Number,136
BENNETT 29J,Eligible for Reduced Price Lunch,2001,Number,51
BENNETT 29J,Eligible for Free or Reduced Lunch,2001,Number,116
BENNETT 29J,Eligible for Free Lunch,2001,Number,65
BENNETT 29J,Eligible for Reduced Price Lunch,2000,Number,70
BENNETT 29J,Eligible for Free Lunch,2000,Number,66
BENNETT 29J,Eligible for Free Lunch,2001,Percent,0.06487
BENNETT 29J,Eligible for Free or Reduced Lunch,2001,Percent,0.11577
BENNETT 29J,Eligible for Reduced Price Lunch,2001,Percent,0.0509
BENNETT 29J,Eligible for Free Lunch,2002,Percent,0.08599
BENNETT 29J,Eligible for Free or Reduced Lunch,2002,Percent,0.17198
BENNETT 29J,Eligible for Reduced Price Lunch,2002,Percent,0.08599
BENNETT 29J,Eligible for Reduced Price Lunch,2002,Number,89
BENNETT 29J,Eligible for Free or Reduced Lunch,2002,Number,178
BENNETT 29J,Eligible for Free Lunch,2002,Number,89
BENNETT 29J,Eligible for Reduced Price Lunch,2003,Number,87
BENNETT 29J,Eligible for Free or Reduced Lunch,2003,Number,198
BENNETT 29J,Eligible for Free Lunch,2003,Number,111
BENNETT 29J,Eligible for Free Lunch,2003,Percent,0.1
BENNETT 29J,Eligible for Free or Reduced Lunch,2003,Percent,0.19
BENNETT 29J,Eligible for Free Lunch,2004,Percent,0.1156
BENNETT 29J,Eligible for Reduced Price Lunch,2003,Percent,0.08
BENNETT 29J,Eligible for Free or Reduced Lunch,2004,Percent,0.1818
BENNETT 29J,Eligible for Reduced Price Lunch,2004,Percent,0.0662
BENNETT 29J,Eligible for Free Lunch,2004,Number,131
BENNETT 29J,Eligible for Free or Reduced Lunch,2004,Number,206
BENNETT 29J,Eligible for Reduced Price Lunch,2004,Number,75
BENNETT 29J,Eligible for Free or Reduced Lunch,2005,Number,218
BENNETT 29J,Eligible for Free Lunch,2005,Number,141
BENNETT 29J,Eligible for Free or Reduced Lunch,2005,Percent,0.1936
BENNETT 29J,Eligible for Reduced Price Lunch,2005,Number,77
BENNETT 29J,Eligible for Free Lunch,2005,Percent,0.1252
BENNETT 29J,Eligible for Reduced Price Lunch,2005,Percent,0.0684
BENNETT 29J,Eligible for Free Lunch,2006,Percent,0.1279
BENNETT 29J,Eligible for Free or Reduced Lunch,2006,Percent,0.1944
BENNETT 29J,Eligible for Reduced Price Lunch,2006,Percent,0.0665
BENNETT 29J,Eligible for Reduced Price Lunch,2006,Number,78
BENNETT 29J,Eligible for Free or Reduced Lunch,2006,Number,228
BENNETT 29J,Eligible for Free Lunch,2006,Number,150
BENNETT 29J,Eligible for Free Lunch,2007,Number,148
BENNETT 29J,Eligible for Free or Reduced Lunch,2007,Number,265
BENNETT 29J,Eligible for Reduced Price Lunch,2007,Number,117
BENNETT 29J,Eligible for Free Lunch,2007,Percent,0.13
BENNETT 29J,Eligible for Free or Reduced Lunch,2007,Percent,0.23
BENNETT 29J,Eligible for Free Lunch,2008,Percent,0.1519
BENNETT 29J,Eligible for Reduced Price Lunch,2007,Percent,0.1
BENNETT 29J,Eligible for Free or Reduced Lunch,2008,Percent,0.223
BENNETT 29J,Eligible for Reduced Price Lunch,2008,Percent,0.0711
BENNETT 29J,Eligible for Free Lunch,2008,Number,173
BENNETT 29J,Eligible for Free or Reduced Lunch,2008,Number,254
BENNETT 29J,Eligible for Reduced Price Lunch,2008,Number,81
BENNETT 29J,Eligible for Reduced Price Lunch,2013,Number,79
BENNETT 29J,Eligible for Free or Reduced Lunch,2013,Number,335
BENNETT 29J,Eligible for Free Lunch,2013,Number,256
BENNETT 29J,Eligible for Free Lunch,2013,Percent,0.25271
BENNETT 29J,Eligible for Free or Reduced Lunch,2013,Percent,0.3307
BENNETT 29J,Eligible for Free Lunch,2009,Percent,0.1881
BENNETT 29J,Eligible for Reduced Price Lunch,2013,Percent,0.07799
BENNETT 29J,Eligible for Free or Reduced Lunch,2009,Percent,0.2804
BENNETT 29J,Eligible for Reduced Price Lunch,2009,Percent,0.0923
BENNETT 29J,Eligible for Reduced Price Lunch,2009,Number,104
BENNETT 29J,Eligible for Free or Reduced Lunch,2009,Number,316
BENNETT 29J,Eligible for Reduced Price Lunch,2010,Number,85
BENNETT 29J,Eligible for Free Lunch,2009,Number,212
BENNETT 29J,Eligible for Free or Reduced Lunch,2010,Number,334
BENNETT 29J,Eligible for Free Lunch,2010,Number,249
BENNETT 29J,Eligible for Free Lunch,2010,Percent,0.217
BENNETT 29J,Eligible for Free or Reduced Lunch,2010,Percent,0.29
BENNETT 29J,Eligible for Reduced Price Lunch,2010,Percent,0.074
BENNETT 29J,Eligible for Free Lunch,2011,Percent,0.2332
BENNETT 29J,Eligible for Free or Reduced Lunch,2011,Percent,0.2903
BENNETT 29J,Eligible for Free or Reduced Lunch,2011,Number,315
BENNETT 29J,Eligible for Reduced Price Lunch,2011,Percent,0.0571
BENNETT 29J,Eligible for Free Lunch,2011,Number,253
BENNETT 29J,Eligible for Reduced Price Lunch,2011,Number,62
BENNETT 29J,Eligible for Free or Reduced Lunch,2012,Number,332
BENNETT 29J,Eligible for Free Lunch,2012,Number,250
BENNETT 29J,Eligible for Free or Reduced Lunch,2012,Percent,0.31801
BENNETT 29J,Eligible for Reduced Price Lunch,2012,Number,82
BENNETT 29J,Eligible for Free Lunch,2012,Percent,0.23946
BENNETT 29J,Eligible for Reduced Price Lunch,2012,Percent,0.07854
BENNETT 29J,Eligible for Free Lunch,2014,Percent,0.23726
BENNETT 29J,Eligible for Reduced Price Lunch,2014,Percent,0.08434
BENNETT 29J,Eligible for Reduced Price Lunch,2014,Number,91
BENNETT 29J,Eligible for Free or Reduced Lunch,2014,Percent,0.32159
BENNETT 29J,Eligible for Free or Reduced Lunch,2014,Number,347
BENNETT 29J,Eligible for Free Lunch,2014,Number,256
BETHUNE R-5,Eligible for Free Lunch,2014,Number,61
BETHUNE R-5,Eligible for Free or Reduced Lunch,2014,Number,83
BETHUNE R-5,Eligible for Free or Reduced Lunch,2014,Percent,0.7094
BETHUNE R-5,Eligible for Reduced Price Lunch,2014,Number,22
BETHUNE R-5,Eligible for Reduced Price Lunch,2014,Percent,0.18803
BETHUNE R-5,Eligible for Free Lunch,2014,Percent,0.52137
BETHUNE R-5,Eligible for Reduced Price Lunch,2012,Percent,0.21805
BETHUNE R-5,Eligible for Free Lunch,2012,Percent,0.4812
BETHUNE R-5,Eligible for Reduced Price Lunch,2012,Number,29
BETHUNE R-5,Eligible for Free or Reduced Lunch,2012,Percent,0.69925
BETHUNE R-5,Eligible for Free Lunch,2012,Number,64
BETHUNE R-5,Eligible for Free or Reduced Lunch,2012,Number,93
BETHUNE R-5,Eligible for Reduced Price Lunch,2011,Number,20
BETHUNE R-5,Eligible for Free Lunch,2011,Number,64
BETHUNE R-5,Eligible for Reduced Price Lunch,2011,Percent,0.1504
BETHUNE R-5,Eligible for Free or Reduced Lunch,2011,Number,84
BETHUNE R-5,Eligible for Free or Reduced Lunch,2011,Percent,0.6316
BETHUNE R-5,Eligible for Free Lunch,2011,Percent,0.4812
BETHUNE R-5,Eligible for Reduced Price Lunch,2010,Percent,2
BETHUNE R-5,Eligible for Free or Reduced Lunch,2010,Percent,0.662
BETHUNE R-5,Eligible for Free Lunch,2010,Percent,0.462
BETHUNE R-5,Eligible for Free Lunch,2010,Number,60
BETHUNE R-5,Eligible for Free or Reduced Lunch,2010,Number,86
BETHUNE R-5,Eligible for Free Lunch,2009,Number,53
BETHUNE R-5,Eligible for Reduced Price Lunch,2010,Number,26
BETHUNE R-5,Eligible for Free or Reduced Lunch,2009,Number,88
BETHUNE R-5,Eligible for Reduced Price Lunch,2009,Number,35
BETHUNE R-5,Eligible for Reduced Price Lunch,2009,Percent,0.2778
BETHUNE R-5,Eligible for Free or Reduced Lunch,2009,Percent,0.6984
BETHUNE R-5,Eligible for Reduced Price Lunch,2013,Percent,0.15909
BETHUNE R-5,Eligible for Free Lunch,2009,Percent,0.4206
BETHUNE R-5,Eligible for Free or Reduced Lunch,2013,Percent,0.68939
BETHUNE R-5,Eligible for Free Lunch,2013,Percent,0.5303
BETHUNE R-5,Eligible for Free Lunch,2013,Number,70
BETHUNE R-5,Eligible for Free or Reduced Lunch,2013,Number,91
BETHUNE R-5,Eligible for Reduced Price Lunch,2013,Number,21
BETHUNE R-5,Eligible for Reduced Price Lunch,2008,Number,28
BETHUNE R-5,Eligible for Free or Reduced Lunch,2008,Number,83
BETHUNE R-5,Eligible for Free Lunch,2008,Number,55
BETHUNE R-5,Eligible for Reduced Price Lunch,2008,Percent,0.2171
BETHUNE R-5,Eligible for Free or Reduced Lunch,2008,Percent,0.6434
BETHUNE R-5,Eligible for Reduced Price Lunch,2007,Percent,0.18
BETHUNE R-5,Eligible for Free Lunch,2008,Percent,0.4264
BETHUNE R-5,Eligible for Free or Reduced Lunch,2007,Percent,0.61
BETHUNE R-5,Eligible for Free Lunch,2007,Percent,0.44
BETHUNE R-5,Eligible for Reduced Price Lunch,2007,Number,22
BETHUNE R-5,Eligible for Free or Reduced Lunch,2007,Number,76
BETHUNE R-5,Eligible for Free Lunch,2007,Number,54
BETHUNE R-5,Eligible for Free Lunch,2006,Number,57
BETHUNE R-5,Eligible for Free or Reduced Lunch,2006,Number,78
BETHUNE R-5,Eligible for Reduced Price Lunch,2006,Number,21
BETHUNE R-5,Eligible for Reduced Price Lunch,2006,Percent,0.1641
BETHUNE R-5,Eligible for Free or Reduced Lunch,2006,Percent,0.6094
BETHUNE R-5,Eligible for Free Lunch,2006,Percent,0.4453
BETHUNE R-5,Eligible for Reduced Price Lunch,2005,Percent,0.1513
BETHUNE R-5,Eligible for Free Lunch,2005,Percent,0.4538
BETHUNE R-5,Eligible for Reduced Price Lunch,2005,Number,18
BETHUNE R-5,Eligible for Free or Reduced Lunch,2005,Percent,0.605
BETHUNE R-5,Eligible for Free Lunch,2005,Number,54
BETHUNE R-5,Eligible for Free or Reduced Lunch,2005,Number,72
BETHUNE R-5,Eligible for Reduced Price Lunch,2004,Number,8
BETHUNE R-5,Eligible for Free or Reduced Lunch,2004,Number,62
BETHUNE R-5,Eligible for Free Lunch,2004,Number,54
BETHUNE R-5,Eligible for Reduced Price Lunch,2004,Percent,0.0714
BETHUNE R-5,Eligible for Free or Reduced Lunch,2004,Percent,0.5536
BETHUNE R-5,Eligible for Reduced Price Lunch,2003,Percent,0.1
BETHUNE R-5,Eligible for Free Lunch,2004,Percent,0.4821
BETHUNE R-5,Eligible for Free or Reduced Lunch,2003,Percent,0.49
BETHUNE R-5,Eligible for Free Lunch,2003,Percent,0.38
BETHUNE R-5,Eligible for Free Lunch,2003,Number,41
BETHUNE R-5,Eligible for Free or Reduced Lunch,2003,Number,52
BETHUNE R-5,Eligible for Reduced Price Lunch,2003,Number,11
BETHUNE R-5,Eligible for Free Lunch,2002,Number,44
BETHUNE R-5,Eligible for Free or Reduced Lunch,2002,Number,50
BETHUNE R-5,Eligible for Reduced Price Lunch,2002,Number,6
BETHUNE R-5,Eligible for Reduced Price Lunch,2002,Percent,0.05128
BETHUNE R-5,Eligible for Free or Reduced Lunch,2002,Percent,0.42735
BETHUNE R-5,Eligible for Free Lunch,2002,Percent,0.37607
BETHUNE R-5,Eligible for Reduced Price Lunch,2001,Percent,0.08759
BETHUNE R-5,Eligible for Free or Reduced Lunch,2001,Percent,0.46715
BETHUNE R-5,Eligible for Free Lunch,2001,Percent,0.37956
BETHUNE R-5,Eligible for Reduced Price Lunch,2000,Number,40
BETHUNE R-5,Eligible for Free Lunch,2000,Number,50
BETHUNE R-5,Eligible for Free or Reduced Lunch,2000,Number,90
BETHUNE R-5,Eligible for Free Lunch,2001,Number,52
BETHUNE R-5,Eligible for Free or Reduced Lunch,2001,Number,64
BETHUNE R-5,Eligible for Reduced Price Lunch,2001,Number,12
BETHUNE R-5,Eligible for Free or Reduced Lunch,2000,Percent,0.55
BETHUNE R-5,Eligible for Free Lunch,2000,Percent,0.3
BETHUNE R-5,Eligible for Reduced Price Lunch,2000,Percent,0.24
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2000,Percent,0.33
BIG SANDY 100J,Eligible for Free Lunch,2000,Percent,0.21
BIG SANDY 100J,Eligible for Reduced Price Lunch,2000,Percent,0.11
BIG SANDY 100J,Eligible for Reduced Price Lunch,2001,Number,44
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2001,Number,135
BIG SANDY 100J,Eligible for Free Lunch,2001,Number,91
BIG SANDY 100J,Eligible for Reduced Price Lunch,2000,Number,43
BIG SANDY 100J,Eligible for Free Lunch,2000,Number,80
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2000,Number,123
BIG SANDY 100J,Eligible for Free Lunch,2001,Percent,0.24397
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2001,Percent,0.36193
BIG SANDY 100J,Eligible for Reduced Price Lunch,2001,Percent,0.11796
BIG SANDY 100J,Eligible for Free Lunch,2002,Percent,0.2623
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2002,Percent,0.31694
BIG SANDY 100J,Eligible for Reduced Price Lunch,2002,Percent,0.05464
BIG SANDY 100J,Eligible for Reduced Price Lunch,2002,Number,20
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2002,Number,116
BIG SANDY 100J,Eligible for Free Lunch,2002,Number,96
BIG SANDY 100J,Eligible for Reduced Price Lunch,2003,Number,28
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2003,Number,123
BIG SANDY 100J,Eligible for Free Lunch,2003,Number,95
BIG SANDY 100J,Eligible for Free Lunch,2003,Percent,0.27
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2003,Percent,0.34
BIG SANDY 100J,Eligible for Free Lunch,2004,Percent,0.3051
BIG SANDY 100J,Eligible for Reduced Price Lunch,2003,Percent,0.08
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2004,Percent,0.3897
BIG SANDY 100J,Eligible for Reduced Price Lunch,2004,Percent,0.0846
BIG SANDY 100J,Eligible for Free Lunch,2004,Number,101
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2004,Number,129
BIG SANDY 100J,Eligible for Reduced Price Lunch,2004,Number,28
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2005,Number,120
BIG SANDY 100J,Eligible for Free Lunch,2005,Number,85
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2005,Percent,0.3582
BIG SANDY 100J,Eligible for Reduced Price Lunch,2005,Number,35
BIG SANDY 100J,Eligible for Free Lunch,2005,Percent,0.2537
BIG SANDY 100J,Eligible for Reduced Price Lunch,2005,Percent,0.1045
BIG SANDY 100J,Eligible for Free Lunch,2006,Percent,0.2659
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2006,Percent,0.4139
BIG SANDY 100J,Eligible for Reduced Price Lunch,2006,Percent,0.148
BIG SANDY 100J,Eligible for Reduced Price Lunch,2006,Number,49
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2006,Number,137
BIG SANDY 100J,Eligible for Free Lunch,2006,Number,88
BIG SANDY 100J,Eligible for Free Lunch,2007,Number,101
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2007,Number,143
BIG SANDY 100J,Eligible for Reduced Price Lunch,2007,Number,42
BIG SANDY 100J,Eligible for Free Lunch,2007,Percent,0.29
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2007,Percent,0.42
BIG SANDY 100J,Eligible for Free Lunch,2008,Percent,0.3148
BIG SANDY 100J,Eligible for Reduced Price Lunch,2007,Percent,0.12
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2008,Percent,0.459
BIG SANDY 100J,Eligible for Reduced Price Lunch,2008,Percent,0.1443
BIG SANDY 100J,Eligible for Free Lunch,2008,Number,96
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2008,Number,140
BIG SANDY 100J,Eligible for Reduced Price Lunch,2008,Number,44
BIG SANDY 100J,Eligible for Reduced Price Lunch,2013,Number,60
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2013,Number,170
BIG SANDY 100J,Eligible for Free Lunch,2013,Number,110
BIG SANDY 100J,Eligible for Free Lunch,2013,Percent,0.34591
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2013,Percent,0.53459
BIG SANDY 100J,Eligible for Free Lunch,2009,Percent,0.2727
BIG SANDY 100J,Eligible for Reduced Price Lunch,2013,Percent,0.18868
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2009,Percent,0.4514
BIG SANDY 100J,Eligible for Reduced Price Lunch,2009,Percent,0.1787
BIG SANDY 100J,Eligible for Reduced Price Lunch,2009,Number,57
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2009,Number,144
BIG SANDY 100J,Eligible for Reduced Price Lunch,2010,Number,49
BIG SANDY 100J,Eligible for Free Lunch,2009,Number,87
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2010,Number,180
BIG SANDY 100J,Eligible for Free Lunch,2010,Number,131
BIG SANDY 100J,Eligible for Free Lunch,2010,Percent,0.396
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2010,Percent,0.544
BIG SANDY 100J,Eligible for Reduced Price Lunch,2010,Percent,0.148
BIG SANDY 100J,Eligible for Free Lunch,2011,Percent,0.4
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2011,Percent,0.5394
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2011,Number,178
BIG SANDY 100J,Eligible for Reduced Price Lunch,2011,Percent,0.1394
BIG SANDY 100J,Eligible for Free Lunch,2011,Number,132
BIG SANDY 100J,Eligible for Reduced Price Lunch,2011,Number,46
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2012,Number,132
BIG SANDY 100J,Eligible for Free Lunch,2012,Number,84
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2012,Percent,0.44
BIG SANDY 100J,Eligible for Reduced Price Lunch,2012,Number,48
BIG SANDY 100J,Eligible for Free Lunch,2012,Percent,0.28
BIG SANDY 100J,Eligible for Reduced Price Lunch,2012,Percent,0.16
BIG SANDY 100J,Eligible for Free Lunch,2014,Percent,0.28814
BIG SANDY 100J,Eligible for Reduced Price Lunch,2014,Percent,0.13559
BIG SANDY 100J,Eligible for Reduced Price Lunch,2014,Number,40
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2014,Percent,0.42373
